Amplitude,Width,Visible time,From_left,Distance,Time
1280,160,0.5,True,-2.0,0.9102942943572998
1280,160,0.5,True,44.0,0.7891266345977783
1280,160,0.5,True,-48.0,0.6969916820526123
1280,160,0.5,True,25.0,0.7775719165802002
1280,160,0.5,True,16.0,0.7820138931274414
1280,160,0.5,True,-13.0,0.7168536186218262
1280,160,0.5,True,-12.0,0.7789511680603027
1280,160,0.5,True,-22.0,0.6105985641479492
1280,160,0.5,True,-59.0,0.6278836727142334
1280,160,0.5,True,-32.0,0.6949102878570557
320,160,0.5,False,14.0,0.3312418460845947
320,160,0.5,False,-26.0,0.3153727054595947
320,160,0.5,False,-17.0,0.2813379764556885
320,160,0.5,False,-7.0,0.31276893615722656
320,160,0.5,False,-9.0,0.28218674659729004
320,160,0.5,False,1.0,0.2808547019958496
320,160,0.5,False,23.0,0.3118572235107422
320,160,0.5,False,-12.0,0.3509669303894043
320,160,0.5,False,-3.0,0.3614683151245117
320,160,0.5,False,-10.0,0.33164548873901367
1280,160,0.5,False,-3.0,0.706247091293335
1280,160,0.5,False,-9.0,0.7087454795837402
1280,160,0.5,False,-80.0,0.625870943069458
1280,160,0.5,False,28.0,0.6575660705566406
1280,160,0.5,False,1.0,0.8123617172241211
1280,160,0.5,False,57.0,0.6584360599517822
1280,160,0.5,False,49.0,0.6456029415130615
1280,160,0.5,False,-28.0,0.8238310813903809
1280,160,0.5,False,-44.0,0.7661504745483398
1280,160,0.5,False,-25.0,0.7485573291778564
1280,160,0.5,False,-48.0,0.598029375076294
160,40,0.5,False,-19.0,0.45415568351745605
160,40,0.5,False,-27.0,0.4681265354156494
160,40,0.5,False,-4.0,0.4625675678253174
160,40,0.5,False,-10.0,0.5138416290283203
160,40,0.5,False,1.0,0.4504716396331787
160,40,0.5,False,1.0,0.5261633396148682
160,40,0.5,False,-3.0,0.5143260955810547
160,40,0.5,False,-7.0,0.5590972900390625
160,40,0.5,False,4.0,0.6136577129364014
160,40,0.5,False,0.0,0.5489344596862793
160,40,0.5,False,-3.0,0.5281612873077393
320,160,0.5,True,20.0,0.4025533199310303
320,160,0.5,True,8.0,0.37305116653442383
320,160,0.5,True,-33.0,0.4124572277069092
320,160,0.5,True,4.0,0.36353015899658203
320,160,0.5,True,-31.0,0.46352148056030273
320,160,0.5,True,-6.0,0.4453611373901367
320,160,0.5,True,6.0,0.3340611457824707
320,160,0.5,True,1.0,0.4018590450286865
320,160,0.5,True,-13.0,0.38309502601623535
320,160,0.5,True,-3.0,0.3528923988342285
320,40,0.5,False,8.0,0.6212935447692871
320,40,0.5,False,-4.0,0.5343270301818848
320,40,0.5,False,5.0,0.627556562423706
320,40,0.5,False,8.0,0.6268453598022461
320,40,0.5,False,-1.0,0.5463831424713135
320,40,0.5,False,-18.0,0.5306379795074463
320,40,0.5,False,15.0,0.6518738269805908
320,40,0.5,False,1.0,0.5772194862365723
320,40,0.5,False,3.0,0.5951106548309326
320,40,0.5,False,0.0,0.6992669105529785
640,80,0.5,False,20.0,0.6553406715393066
640,80,0.5,False,18.0,0.6023733615875244
640,80,0.5,False,-4.0,0.7628574371337891
640,80,0.5,False,-20.0,0.5556294918060303
640,80,0.5,False,5.0,0.6161575317382812
640,80,0.5,False,8.0,0.6965949535369873
640,80,0.5,False,7.0,0.6623809337615967
640,80,0.5,False,23.0,0.5984375476837158
640,80,0.5,False,-22.0,0.5621445178985596
640,80,0.5,False,10.0,0.626469612121582
1280,40,0.5,False,10.0,0.8130671977996826
1280,40,0.5,False,4.0,0.8384754657745361
1280,40,0.5,False,-11.0,0.9528312683105469
1280,40,0.5,False,3.0,0.8271491527557373
1280,40,0.5,False,7.0,0.8402743339538574
1280,40,0.5,False,1.0,0.7602427005767822
1280,40,0.5,False,-3.0,0.9162187576293945
1280,40,0.5,False,-4.0,0.8520336151123047
1280,40,0.5,False,-2.0,0.8221926689147949
1280,40,0.5,False,1.0,0.7215430736541748
640,40,0.5,False,6.0,0.5925514698028564
640,40,0.5,False,-22.0,0.7621533870697021
640,40,0.5,False,0.0,0.7833163738250732
640,40,0.5,False,0.0,0.7970995903015137
640,40,0.5,False,-3.0,0.677203893661499
640,40,0.5,False,0.0,0.7188806533813477
640,40,0.5,False,-1.0,0.6958224773406982
640,40,0.5,False,17.0,0.7889962196350098
640,40,0.5,False,8.0,0.6764652729034424
640,40,0.5,False,1.0,0.7478008270263672
640,40,0.5,False,5.0,0.6072502136230469
1280,40,0.5,True,-1.0,0.9695749282836914
1280,40,0.5,True,13.0,0.842780351638794
1280,40,0.5,True,5.0,0.9694912433624268
1280,40,0.5,True,-9.0,0.7716050148010254
1280,40,0.5,True,9.0,0.7895517349243164
1280,40,0.5,True,11.0,0.7587368488311768
1280,40,0.5,True,-3.0,0.8761329650878906
1280,40,0.5,True,-6.0,0.8402252197265625
1280,40,0.5,True,-7.0,0.8612065315246582
1280,40,0.5,True,1.0,0.9749925136566162
640,80,0.5,True,25.0,0.8326807022094727
640,80,0.5,True,21.0,0.6120953559875488
640,80,0.5,True,-14.0,0.5922141075134277
640,80,0.5,True,16.0,0.7784276008605957
640,80,0.5,True,22.0,0.6325521469116211
640,80,0.5,True,-9.0,0.5943076610565186
640,80,0.5,True,-10.0,0.6818294525146484
640,80,0.5,True,4.0,0.6596133708953857
640,80,0.5,True,-30.0,0.6002960205078125
640,80,0.5,True,-22.0,0.7224941253662109
320,40,0.5,True,0.0,0.6679494380950928
320,40,0.5,True,2.0,0.661813497543335
320,40,0.5,True,12.0,0.6154744625091553
320,40,0.5,True,1.0,0.5470802783966064
320,40,0.5,True,-3.0,0.5585975646972656
320,40,0.5,True,-3.0,0.5858948230743408
320,40,0.5,True,5.0,0.5820894241333008
320,40,0.5,True,-8.0,0.6152894496917725
320,40,0.5,True,7.0,0.5530776977539062
320,40,0.5,True,4.0,0.5948951244354248
160,160,0.5,False,33.0,0.2151646614074707
160,160,0.5,False,18.0,0.21534991264343262
160,160,0.5,False,42.0,0.2383127212524414
160,160,0.5,False,2.0,0.19951367378234863
160,160,0.5,False,19.0,0.19878411293029785
160,160,0.5,False,24.0,0.22134780883789062
160,160,0.5,False,8.0,0.23007535934448242
160,160,0.5,False,15.0,0.21136212348937988
160,160,0.5,False,-10.0,0.28376245498657227
160,160,0.5,False,18.0,0.2306973934173584
640,160,0.5,False,45.0,0.39868998527526855
640,160,0.5,False,-3.0,0.4347965717315674
640,160,0.5,False,20.0,0.43035006523132324
640,160,0.5,False,19.0,0.4157273769378662
640,160,0.5,False,-44.0,0.4468190670013428
640,160,0.5,False,15.0,0.4618663787841797
640,160,0.5,False,14.0,0.4325249195098877
640,160,0.5,False,6.0,0.4447016716003418
640,160,0.5,False,24.0,0.42649364471435547
640,160,0.5,False,-44.0,0.4460158348083496
1280,80,0.5,False,23.0,0.7420594692230225
1280,80,0.5,False,16.0,0.6656363010406494
1280,80,0.5,False,13.0,0.7768876552581787
1280,80,0.5,False,1.0,0.6778724193572998
1280,80,0.5,False,29.0,0.7450692653656006
1280,80,0.5,False,-11.0,0.7952187061309814
1280,80,0.5,False,-31.0,0.6973471641540527
1280,80,0.5,False,7.0,0.6734726428985596
1280,80,0.5,False,13.0,0.7638335227966309
1280,80,0.5,False,24.0,0.7091197967529297
160,80,0.5,False,-19.0,0.2980611324310303
160,80,0.5,False,-9.0,0.2488853931427002
160,80,0.5,False,-13.0,0.28046321868896484
160,80,0.5,False,-17.0,0.2628011703491211
160,80,0.5,False,-37.0,0.30268096923828125
160,80,0.5,False,-17.0,0.26578664779663086
160,80,0.5,False,-15.0,0.24773097038269043
160,80,0.5,False,-7.0,0.21820735931396484
160,80,0.5,False,-17.0,0.2888972759246826
160,80,0.5,False,6.0,0.21482014656066895
640,160,0.5,True,-23.0,0.4598546028137207
640,160,0.5,True,47.0,0.4315471649169922
640,160,0.5,True,61.0,0.31973981857299805
640,160,0.5,True,13.0,0.43100881576538086
640,160,0.5,True,17.0,0.36513590812683105
640,160,0.5,True,-25.0,0.5631835460662842
640,160,0.5,True,23.0,0.44112706184387207
640,160,0.5,True,13.0,0.44597458839416504
640,160,0.5,True,-10.0,0.45113062858581543
640,160,0.5,True,19.0,0.4170501232147217
640,40,0.5,True,-13.0,0.6655340194702148
640,40,0.5,True,2.0,0.6797571182250977
640,40,0.5,True,4.0,0.7699844837188721
640,40,0.5,True,-1.0,0.7390670776367188
640,40,0.5,True,-2.0,0.679718017578125
640,40,0.5,True,-12.0,0.6901533603668213
640,40,0.5,True,-11.0,0.7421145439147949
640,40,0.5,True,-7.0,0.76566481590271
640,40,0.5,True,2.0,0.8061635494232178
640,40,0.5,True,7.0,0.6815133094787598
320,80,0.5,True,17.0,0.46678733825683594
320,80,0.5,True,0.0,0.44635510444641113
320,80,0.5,True,-13.0,0.34920668601989746
320,80,0.5,True,22.0,0.34630727767944336
320,80,0.5,True,4.0,0.3321385383605957
320,80,0.5,True,18.0,0.3995842933654785
320,80,0.5,True,4.0,0.3159809112548828
320,80,0.5,True,-43.0,0.3133397102355957
320,80,0.5,True,16.0,0.4004220962524414
320,80,0.5,True,2.0,0.38228654861450195
320,80,0.5,True,10.0,0.37122082710266113
1280,80,0.5,True,-10.0,0.8322353363037109
1280,80,0.5,True,5.0,0.7474575042724609
1280,80,0.5,True,8.0,0.7557289600372314
1280,80,0.5,True,-12.0,0.6935486793518066
1280,80,0.5,True,21.0,0.7628424167633057
1280,80,0.5,True,-11.0,0.8085253238677979
1280,80,0.5,True,-6.0,0.6642906665802002
1280,80,0.5,True,-17.0,0.7465851306915283
1280,80,0.5,True,14.0,0.6955878734588623
1280,80,0.5,True,-3.0,0.7285289764404297
160,160,0.5,True,58.0,0.23660683631896973
160,160,0.5,True,51.0,0.2630119323730469
160,160,0.5,True,78.0,0.2341771125793457
160,160,0.5,True,-11.0,0.23497366905212402
160,160,0.5,True,-25.0,0.23198556900024414
160,160,0.5,True,33.0,0.26512956619262695
160,160,0.5,True,17.0,0.25090694427490234
160,160,0.5,True,27.0,0.24847197532653809
160,160,0.5,True,28.0,0.2650411128997803
160,160,0.5,True,2.0,0.24883317947387695
160,40,0.5,True,26.0,0.4797985553741455
160,40,0.5,True,-6.0,0.4811825752258301
160,40,0.5,True,17.0,0.42812275886535645
160,40,0.5,True,18.0,0.34641385078430176
160,40,0.5,True,5.0,0.3597228527069092
160,40,0.5,True,10.0,0.35509634017944336
160,40,0.5,True,-14.0,0.41194963455200195
160,40,0.5,True,18.0,0.4303300380706787
160,40,0.5,True,13.0,0.37893080711364746
160,40,0.5,True,14.0,0.3592214584350586
160,40,0.5,True,-7.0,0.43146467208862305
320,80,0.5,False,8.0,0.5043480396270752
320,80,0.5,False,5.0,0.3786125183105469
320,80,0.5,False,-29.0,0.3976120948791504
320,80,0.5,False,-35.0,0.46216797828674316
320,80,0.5,False,20.0,0.3671376705169678
320,80,0.5,False,17.0,0.3953061103820801
320,80,0.5,False,24.0,0.3652520179748535
320,80,0.5,False,-27.0,0.41578245162963867
320,80,0.5,False,29.0,0.409895658493042
320,80,0.5,False,-9.0,0.3952350616455078
160,80,0.5,True,-21.0,0.2517588138580322
160,80,0.5,True,-1.0,0.26413917541503906
160,80,0.5,True,8.0,0.28480076789855957
160,80,0.5,True,-5.0,0.24421024322509766
160,80,0.5,True,5.0,0.23722028732299805
160,80,0.5,True,6.0,0.2310640811920166
160,80,0.5,True,8.0,0.24473309516906738
160,80,0.5,True,-14.0,0.2490527629852295
160,80,0.5,True,-13.0,0.23378992080688477
160,80,0.5,True,-16.0,0.25237298011779785
