Amplitude,Width,Visible time,From_left,Run,Time,Dx,Dy
1280,40,0.5,True,0,0,0,0
1280,40,0.5,True,0,1,0,0
1280,40,0.5,True,0,2,0,0
1280,40,0.5,True,0,3,0,0
1280,40,0.5,True,0,4,12,-1
1280,40,0.5,True,0,5,91,-2
1280,40,0.5,True,0,6,183,-3
1280,40,0.5,True,0,7,315,-1
1280,40,0.5,True,0,8,328,6
1280,40,0.5,True,0,9,347,10
1280,40,0.5,True,0,10,333,9
1280,40,0.5,True,0,11,328,6
1280,40,0.5,True,0,12,205,3
1280,40,0.5,True,0,13,133,4
1280,40,0.5,True,0,14,82,2
1280,40,0.5,True,0,15,44,0
1280,40,0.5,True,0,16,24,1
1280,40,0.5,True,0,17,41,1
1280,40,0.5,True,0,18,112,1
1280,40,0.5,True,0,19,119,0
1280,40,0.5,True,0,20,131,-1
1280,40,0.5,True,0,21,105,-1
1280,40,0.5,True,0,22,23,1
1280,40,0.5,True,0,23,0,0
1280,40,0.5,True,1,0,19,-1
1280,40,0.5,True,1,1,100,-8
1280,40,0.5,True,1,2,197,-11
1280,40,0.5,True,1,3,299,-11
1280,40,0.5,True,1,4,285,-5
1280,40,0.5,True,1,5,285,-1
1280,40,0.5,True,1,6,256,5
1280,40,0.5,True,1,7,246,8
1280,40,0.5,True,1,8,139,6
1280,40,0.5,True,1,9,77,5
1280,40,0.5,True,1,10,27,2
1280,40,0.5,True,1,11,21,2
1280,40,0.5,True,1,12,7,0
1280,40,0.5,True,1,13,1,0
1280,40,0.5,True,2,0,17,-2
1280,40,0.5,True,2,1,101,-11
1280,40,0.5,True,2,2,208,-17
1280,40,0.5,True,2,3,317,-13
1280,40,0.5,True,2,4,281,-1
1280,40,0.5,True,2,5,286,-1
1280,40,0.5,True,2,6,287,-3
1280,40,0.5,True,2,7,294,-1
1280,40,0.5,True,2,8,202,-2
1280,40,0.5,True,2,9,138,0
1280,40,0.5,True,2,10,66,0
1280,40,0.5,True,2,11,7,0
1280,40,0.5,True,2,12,0,0
1280,40,0.5,True,3,0,17,-2
1280,40,0.5,True,3,1,74,-6
1280,40,0.5,True,3,2,162,-10
1280,40,0.5,True,3,3,283,-10
1280,40,0.5,True,3,4,300,-8
1280,40,0.5,True,3,5,331,-11
1280,40,0.5,True,3,6,339,-4
1280,40,0.5,True,3,7,358,5
1280,40,0.5,True,3,8,255,7
1280,40,0.5,True,3,9,169,8
1280,40,0.5,True,3,10,84,5
1280,40,0.5,True,3,11,14,2
1280,40,0.5,True,3,12,0,0
1280,40,0.5,True,4,0,10,-1
1280,40,0.5,True,4,1,71,-9
1280,40,0.5,True,4,2,166,-15
1280,40,0.5,True,4,3,291,-21
1280,40,0.5,True,4,4,307,-17
1280,40,0.5,True,4,5,347,-16
1280,40,0.5,True,4,6,357,-10
1280,40,0.5,True,4,7,402,-8
1280,40,0.5,True,4,8,309,-8
1280,40,0.5,True,4,9,258,-4
1280,40,0.5,True,4,10,195,-6
1280,40,0.5,True,4,11,146,-3
1280,40,0.5,True,4,12,40,-1
1280,40,0.5,True,4,13,0,0
1280,40,0.5,True,5,0,15,-4
1280,40,0.5,True,5,1,73,-12
1280,40,0.5,True,5,2,160,-14
1280,40,0.5,True,5,3,273,-18
1280,40,0.5,True,5,4,275,-14
1280,40,0.5,True,5,5,302,-13
1280,40,0.5,True,5,6,319,-12
1280,40,0.5,True,5,7,368,-14
1280,40,0.5,True,5,8,288,-11
1280,40,0.5,True,5,9,220,-7
1280,40,0.5,True,5,10,139,0
1280,40,0.5,True,5,11,37,0
1280,40,0.5,True,5,12,0,0
1280,40,0.5,True,6,0,0,-1
1280,40,0.5,True,6,1,0,0
1280,40,0.5,True,6,2,28,-4
1280,40,0.5,True,6,3,84,-8
1280,40,0.5,True,6,4,193,-13
1280,40,0.5,True,6,5,234,-12
1280,40,0.5,True,6,6,283,-12
1280,40,0.5,True,6,7,355,-13
1280,40,0.5,True,6,8,301,-12
1280,40,0.5,True,6,9,278,-12
1280,40,0.5,True,6,10,239,-7
1280,40,0.5,True,6,11,229,-8
1280,40,0.5,True,6,12,147,-4
1280,40,0.5,True,6,13,102,-2
1280,40,0.5,True,6,14,56,0
1280,40,0.5,True,6,15,24,0
1280,40,0.5,True,6,16,0,0
1280,40,0.5,True,6,17,0,0
1280,40,0.5,True,7,0,6,0
1280,40,0.5,True,7,1,39,-7
1280,40,0.5,True,7,2,103,-18
1280,40,0.5,True,7,3,210,-33
1280,40,0.5,True,7,4,236,-31
1280,40,0.5,True,7,5,261,-24
1280,40,0.5,True,7,6,272,-17
1280,40,0.5,True,7,7,334,-18
1280,40,0.5,True,7,8,275,-14
1280,40,0.5,True,7,9,242,-7
1280,40,0.5,True,7,10,204,-2
1280,40,0.5,True,7,11,186,0
1280,40,0.5,True,7,12,114,1
1280,40,0.5,True,7,13,83,1
1280,40,0.5,True,7,14,56,2
1280,40,0.5,True,7,15,24,2
1280,40,0.5,True,7,16,0,0
1280,40,0.5,True,7,17,0,0
1280,40,0.5,True,8,0,34,-6
1280,40,0.5,True,8,1,111,-12
1280,40,0.5,True,8,2,194,-13
1280,40,0.5,True,8,3,305,-11
1280,40,0.5,True,8,4,302,-8
1280,40,0.5,True,8,5,316,-8
1280,40,0.5,True,8,6,299,-8
1280,40,0.5,True,8,7,303,-8
1280,40,0.5,True,8,8,205,-6
1280,40,0.5,True,8,9,140,-3
1280,40,0.5,True,8,10,86,0
1280,40,0.5,True,8,11,19,1
1280,40,0.5,True,9,0,13,0
1280,40,0.5,True,9,1,90,-2
1280,40,0.5,True,9,2,174,-3
1280,40,0.5,True,9,3,307,-2
1280,40,0.5,True,9,4,327,-3
1280,40,0.5,True,9,5,352,-5
1280,40,0.5,True,9,6,346,-12
1280,40,0.5,True,9,7,359,-24
1280,40,0.5,True,9,8,269,-31
1280,40,0.5,True,9,9,238,-38
1280,40,0.5,True,9,10,203,-40
1280,40,0.5,True,9,11,173,-42
1280,40,0.5,True,9,12,53,-30
1280,40,0.5,True,9,13,8,-16
1280,40,0.5,True,9,14,-2,-21
1280,40,0.5,True,9,15,12,-12
1280,40,0.5,True,9,16,2,-1
1280,40,0.5,True,10,0,15,-4
1280,40,0.5,True,10,1,72,-11
1280,40,0.5,True,10,2,140,-14
1280,40,0.5,True,10,3,205,-22
1280,40,0.5,True,10,4,202,-22
1280,40,0.5,True,10,5,220,-20
1280,40,0.5,True,10,6,216,-17
1280,40,0.5,True,10,7,207,-9
1280,40,0.5,True,10,8,164,-1
1280,40,0.5,True,10,9,139,3
1280,40,0.5,True,10,10,112,5
1280,40,0.5,True,10,11,109,3
1280,40,0.5,True,10,12,87,-3
1280,40,0.5,True,10,13,76,-9
1280,40,0.5,True,10,14,58,-12
1280,40,0.5,True,10,15,37,-8
1280,40,0.5,True,10,16,8,-2
1280,40,0.5,True,10,17,1,0
1280,40,0.5,True,11,0,12,-1
1280,40,0.5,True,11,1,55,-1
1280,40,0.5,True,11,2,99,4
1280,40,0.5,True,11,3,164,9
1280,40,0.5,True,11,4,188,4
1280,40,0.5,True,11,5,228,1
1280,40,0.5,True,11,6,247,-1
1280,40,0.5,True,11,7,285,2
1280,40,0.5,True,11,8,237,6
1280,40,0.5,True,11,9,233,17
1280,40,0.5,True,11,10,254,21
1280,40,0.5,True,11,11,341,28
1280,40,0.5,True,11,12,295,24
1280,40,0.5,True,11,13,275,19
1280,40,0.5,True,11,14,234,19
