Amplitude,Width,Visible time,From_left,Distance,Time
160,40,0.5,True,43.0,0.2718684673309326
160,40,0.5,True,-13.0,0.24875950813293457
160,40,0.5,True,18.0,0.24960780143737793
160,40,0.5,True,-39.0,0.20020246505737305
160,40,0.5,True,-3.0,0.26870274543762207
160,40,0.5,True,-5.0,0.25400304794311523
160,40,0.5,True,-27.0,0.25516462326049805
160,40,0.5,True,-33.0,0.23293042182922363
160,40,0.5,True,-11.0,0.25168919563293457
160,40,0.5,True,2.0,0.2674427032470703
160,40,0.5,True,2.0,0.267040491104126
160,40,0.5,True,6.0,0.27044129371643066
160,40,0.5,True,8.0,0.24980521202087402
160,40,0.5,True,-25.0,0.2522618770599365
160,40,0.5,True,-13.0,0.27022480964660645
160,40,0.5,True,-4.0,0.26979994773864746
160,40,0.5,True,17.0,0.2672123908996582
160,40,0.5,True,-11.0,0.23573803901672363
160,40,0.5,True,-10.0,0.24971914291381836
160,40,0.5,True,-13.0,0.24727582931518555
160,40,0.5,True,-9.0,0.24614500999450684
160,40,0.5,True,-18.0,0.2656748294830322
160,40,0.5,True,-2.0,0.25083279609680176
160,40,0.5,True,1.0,0.2298872470855713
160,40,0.5,True,-9.0,0.281390905380249
160,40,0.5,True,-32.0,0.2327442169189453
160,40,0.5,True,-5.0,0.2646512985229492
160,40,0.5,True,-19.0,0.23201346397399902
160,40,0.5,True,-5.0,0.25029850006103516
160,40,0.5,True,0.0,0.26685452461242676
160,40,0.5,True,-9.0,0.28485774993896484
160,40,0.5,True,-12.0,0.23654890060424805
160,40,0.5,True,8.0,0.21567654609680176
160,40,0.5,True,-1.0,0.25208401679992676
160,40,0.5,True,-14.0,0.23358559608459473
160,40,0.5,True,-19.0,0.2306675910949707
160,40,0.5,True,-5.0,0.23833608627319336
160,40,0.5,True,4.0,0.3022794723510742
160,40,0.5,True,-9.0,0.2837541103363037
160,40,0.5,True,0.0,0.25067710876464844
160,40,0.5,True,6.0,0.21627402305603027
160,40,0.5,True,-20.0,0.23254060745239258
160,40,0.5,True,-17.0,0.2176499366760254
160,40,0.5,True,8.0,0.29821324348449707
160,40,0.5,True,-18.0,0.2643921375274658
160,40,0.5,True,-15.0,0.231065034866333
160,40,0.5,True,-26.0,0.23173189163208008
160,40,0.5,True,-13.0,0.24718070030212402
160,40,0.5,True,-6.0,0.2440171241760254
160,40,0.5,True,-7.0,0.2671232223510742
160,40,0.5,True,2.0,0.24497771263122559
160,40,0.5,True,1.0,0.25153589248657227
160,40,0.5,True,-26.0,0.23022007942199707
160,40,0.5,True,1.0,0.26744937896728516
160,40,0.5,True,-24.0,0.24932122230529785
160,40,0.5,True,-19.0,0.2462167739868164
160,40,0.5,True,5.0,0.27797985076904297
160,40,0.5,True,5.0,0.2843310832977295
160,40,0.5,True,-29.0,0.25266289710998535
160,40,0.5,True,-12.0,0.2506277561187744
160,40,0.5,True,-10.0,0.23134255409240723
