Amplitude,Width,Visible time,From_left,Run,Time,Dx,Dy
640,40,0.5,False,8,10,-64,-6
640,40,0.5,False,8,11,-27,-2
640,40,0.5,False,8,12,-4,0
640,40,0.5,False,8,13,-17,2
640,40,0.5,False,8,14,-5,0
640,40,0.5,False,8,15,-13,1
640,40,0.5,False,8,16,0,0
640,40,0.5,False,9,0,-7,0
640,40,0.5,False,9,1,-41,-2
640,40,0.5,False,9,2,-84,-1
640,40,0.5,False,9,3,-141,2
640,40,0.5,False,9,4,-155,-2
640,40,0.5,False,9,5,-175,-12
640,40,0.5,False,9,6,-179,-13
640,40,0.5,False,9,7,-170,-10
640,40,0.5,False,9,8,-114,-10
640,40,0.5,False,9,9,-77,-4
640,40,0.5,False,9,10,-84,2
640,40,0.5,False,9,11,-55,0
640,40,0.5,False,9,12,-34,-3
640,40,0.5,False,9,13,0,0
640,40,0.5,False,9,14,6,1
640,40,0.5,False,9,15,14,2
640,40,0.5,False,9,16,0,0
640,40,0.5,False,10,0,-37,-5
640,40,0.5,False,10,1,-50,-2
640,40,0.5,False,10,2,-82,-12
640,40,0.5,False,10,3,-152,-16
640,40,0.5,False,10,4,-165,-11
640,40,0.5,False,10,5,-180,-14
640,40,0.5,False,10,6,-162,-14
640,40,0.5,False,10,7,-146,-17
640,40,0.5,False,10,8,-105,-9
640,40,0.5,False,10,9,-75,-6
640,40,0.5,False,10,10,-34,-4
640,40,0.5,False,10,11,-21,-2
640,40,0.5,False,10,12,-27,0
640,40,0.5,False,10,13,-14,1
640,40,0.5,False,10,14,-28,0
640,40,0.5,False,10,15,-42,-2
640,40,0.5,False,10,16,-3,0
1280,40,0.5,False,0,0,0,-1
1280,40,0.5,False,0,1,-3,-3
1280,40,0.5,False,0,2,-26,-1
1280,40,0.5,False,0,3,-112,6
1280,40,0.5,False,0,4,-191,25
1280,40,0.5,False,0,5,-276,24
1280,40,0.5,False,0,6,-367,3
1280,40,0.5,False,0,7,-330,-25
1280,40,0.5,False,0,8,-303,-30
1280,40,0.5,False,0,9,-245,-26
1280,40,0.5,False,0,10,-227,-30
1280,40,0.5,False,0,11,-109,-10
1280,40,0.5,False,0,12,-75,-7
1280,40,0.5,False,0,13,-90,-5
1280,40,0.5,False,0,14,-109,-4
1280,40,0.5,False,0,15,-60,-4
1280,40,0.5,False,0,16,-12,-1
1280,40,0.5,False,0,17,0,0
1280,40,0.5,False,0,18,0,0
1280,40,0.5,False,0,19,0,0
1280,40,0.5,False,0,20,0,0
1280,40,0.5,False,0,21,0,0
1280,40,0.5,False,1,0,-26,2
1280,40,0.5,False,1,1,-87,8
1280,40,0.5,False,1,2,-161,17
1280,40,0.5,False,1,3,-293,28
1280,40,0.5,False,1,4,-327,20
1280,40,0.5,False,1,5,-362,11
1280,40,0.5,False,1,6,-364,-5
1280,40,0.5,False,1,7,-377,-24
1280,40,0.5,False,1,8,-243,-25
1280,40,0.5,False,1,9,-157,-20
1280,40,0.5,False,1,10,-80,-6
1280,40,0.5,False,1,11,-31,-1
1280,40,0.5,False,1,12,-5,1
1280,40,0.5,False,1,13,-20,0
1280,40,0.5,False,1,14,-27,-1
1280,40,0.5,False,1,15,-1,0
1280,40,0.5,False,1,16,-2,0
1280,40,0.5,False,1,17,-3,0
1280,40,0.5,False,2,0,-14,-1
1280,40,0.5,False,2,1,-91,1
1280,40,0.5,False,2,2,-193,11
1280,40,0.5,False,2,3,-299,32
1280,40,0.5,False,2,4,-297,27
1280,40,0.5,False,2,5,-315,24
1280,40,0.5,False,2,6,-357,12
1280,40,0.5,False,2,7,-263,-11
1280,40,0.5,False,2,8,-196,-14
1280,40,0.5,False,2,9,-149,-20
1280,40,0.5,False,2,10,-76,-7
1280,40,0.5,False,2,11,-56,-4
1280,40,0.5,False,2,12,-43,-2
1280,40,0.5,False,2,13,-62,-8
1280,40,0.5,False,2,14,-49,-6
1280,40,0.5,False,2,15,-16,-3
1280,40,0.5,False,2,16,-12,0
1280,40,0.5,False,2,17,-20,0
1280,40,0.5,False,2,18,-19,-1
1280,40,0.5,False,2,19,-30,-2
1280,40,0.5,False,2,20,-26,-1
1280,40,0.5,False,2,21,-3,0
1280,40,0.5,False,3,0,-3,-1
1280,40,0.5,False,3,1,-41,0
1280,40,0.5,False,3,2,-108,0
1280,40,0.5,False,3,3,-196,3
1280,40,0.5,False,3,4,-240,1
1280,40,0.5,False,3,5,-310,-7
1280,40,0.5,False,3,6,-366,-13
1280,40,0.5,False,3,7,-431,-23
1280,40,0.5,False,3,8,-340,-34
1280,40,0.5,False,3,9,-262,-26
1280,40,0.5,False,3,10,-205,-22
1280,40,0.5,False,3,11,-73,-3
1280,40,0.5,False,3,12,-15,3
1280,40,0.5,False,3,13,2,2
1280,40,0.5,False,3,14,0,0
1280,40,0.5,False,3,15,1,0
1280,40,0.5,False,3,16,5,0
1280,40,0.5,False,3,17,15,0
1280,40,0.5,False,3,18,5,0
1280,40,0.5,False,3,19,5,0
1280,40,0.5,False,3,20,6,1
1280,40,0.5,False,3,21,1,0
1280,40,0.5,False,4,0,0,0
1280,40,0.5,False,4,1,0,0
1280,40,0.5,False,4,2,0,0
1280,40,0.5,False,4,3,-12,-2
1280,40,0.5,False,4,4,-33,4
1280,40,0.5,False,4,5,-95,3
1280,40,0.5,False,4,6,-180,4
1280,40,0.5,False,4,7,-288,7
1280,40,0.5,False,4,8,-300,11
1280,40,0.5,False,4,9,-344,7
1280,40,0.5,False,4,10,-358,-2
1280,40,0.5,False,4,11,-378,-18
1280,40,0.5,False,4,12,-277,-26
1280,40,0.5,False,4,13,-207,-28
1280,40,0.5,False,4,14,-106,-14
1280,40,0.5,False,4,15,-33,-4
1280,40,0.5,False,4,16,7,4
1280,40,0.5,False,4,17,12,1
1280,40,0.5,False,4,18,1,0
1280,40,0.5,False,4,19,0,0
1280,40,0.5,False,4,20,7,0
1280,40,0.5,False,4,21,0,0
1280,40,0.5,False,5,0,-13,0
1280,40,0.5,False,5,1,-69,0
1280,40,0.5,False,5,2,-137,13
1280,40,0.5,False,5,3,-250,29
1280,40,0.5,False,5,4,-288,13
1280,40,0.5,False,5,5,-321,3
1280,40,0.5,False,5,6,-317,-9
1280,40,0.5,False,5,7,-338,-24
1280,40,0.5,False,5,8,-237,-17
1280,40,0.5,False,5,9,-187,-12
1280,40,0.5,False,5,10,-134,-4
1280,40,0.5,False,5,11,-102,-4
1280,40,0.5,False,5,12,-45,0
1280,40,0.5,False,5,13,-38,-2
1280,40,0.5,False,5,14,-25,-1
1280,40,0.5,False,5,15,-16,-1
1280,40,0.5,False,5,16,-18,-2
1280,40,0.5,False,5,17,-17,-1
1280,40,0.5,False,5,18,-12,-1
1280,40,0.5,False,6,0,-7,0
1280,40,0.5,False,6,1,-44,1
1280,40,0.5,False,6,2,-96,13
1280,40,0.5,False,6,3,-156,24
1280,40,0.5,False,6,4,-163,18
1280,40,0.5,False,6,5,-193,18
1280,40,0.5,False,6,6,-232,16
1280,40,0.5,False,6,7,-287,-6
1280,40,0.5,False,6,8,-223,-21
1280,40,0.5,False,6,9,-196,-23
1280,40,0.5,False,6,10,-213,-22
1280,40,0.5,False,6,11,-183,-11
1280,40,0.5,False,6,12,-149,-9
1280,40,0.5,False,6,13,-149,-13
1280,40,0.5,False,6,14,-126,-7
1280,40,0.5,False,6,15,-62,-5
1280,40,0.5,False,6,16,-21,2
1280,40,0.5,False,6,17,-16,5
1280,40,0.5,False,6,18,-6,1
1280,40,0.5,False,6,19,-19,3
1280,40,0.5,False,6,20,-13,2
1280,40,0.5,False,6,21,0,0
1280,40,0.5,False,7,0,-6,-1
1280,40,0.5,False,7,1,-62,-6
1280,40,0.5,False,7,2,-145,2
1280,40,0.5,False,7,3,-214,12
1280,40,0.5,False,7,4,-307,14
1280,40,0.5,False,7,5,-325,11
1280,40,0.5,False,7,6,-386,5
1280,40,0.5,False,7,7,-447,-26
1280,40,0.5,False,7,8,-310,-34
1280,40,0.5,False,7,9,-215,-30
1280,40,0.5,False,7,10,-115,-18
1280,40,0.5,False,7,11,-19,-3
1280,40,0.5,False,7,12,-15,4
1280,40,0.5,False,7,13,-13,3
1280,40,0.5,False,7,14,-12,0
1280,40,0.5,False,7,15,-2,0
1280,40,0.5,False,7,16,0,0
1280,40,0.5,False,8,0,0,1
1280,40,0.5,False,8,1,-1,1
1280,40,0.5,False,8,2,-17,1
1280,40,0.5,False,8,3,-41,4
1280,40,0.5,False,8,4,-102,14
1280,40,0.5,False,8,5,-152,11
1280,40,0.5,False,8,6,-207,4
1280,40,0.5,False,8,7,-250,16
1280,40,0.5,False,8,8,-217,3
1280,40,0.5,False,8,9,-236,0
1280,40,0.5,False,8,10,-287,-3
1280,40,0.5,False,8,11,-232,-5
1280,40,0.5,False,8,12,-215,-10
1280,40,0.5,False,8,13,-153,-6
1280,40,0.5,False,8,14,-112,-22
1280,40,0.5,False,8,15,-38,-10
1280,40,0.5,False,8,16,-29,-9
1280,40,0.5,False,8,17,-37,-8
1280,40,0.5,False,8,18,-54,-14
1280,40,0.5,False,8,19,-67,-24
1280,40,0.5,False,8,20,-56,-17
1280,40,0.5,False,8,21,-22,-6
1280,40,0.5,False,8,22,-1,0
1280,40,0.5,False,8,23,0,0
1280,40,0.5,False,8,24,-7,-1
1280,40,0.5,False,8,25,-9,0
1280,40,0.5,False,8,26,0,0
1280,40,0.5,False,9,0,0,0
1280,40,0.5,False,9,1,0,0
1280,40,0.5,False,9,2,-16,2
1280,40,0.5,False,9,3,-96,9
1280,40,0.5,False,9,4,-156,16
1280,40,0.5,False,9,5,-195,18
1280,40,0.5,False,9,6,-234,20
1280,40,0.5,False,9,7,-305,10
1280,40,0.5,False,9,8,-278,4
1280,40,0.5,False,9,9,-287,-9
1280,40,0.5,False,9,10,-314,-18
1280,40,0.5,False,9,11,-232,-23
1280,40,0.5,False,9,12,-173,-23
1280,40,0.5,False,9,13,-124,-18
1280,40,0.5,False,9,14,-102,-14
1280,40,0.5,False,9,15,-60,-5
1280,40,0.5,False,9,16,-33,-1
1280,40,0.5,False,9,17,-3,0
1280,40,0.5,False,9,18,0,0
1280,40,0.5,False,9,19,8,0
1280,40,0.5,False,9,20,19,-1
1280,40,0.5,False,9,21,11,-1
1280,40,0.5,False,9,22,0,0
1280,40,0.5,False,9,23,0,0
640,160,0.5,True,0,0,9,0
640,160,0.5,True,0,1,58,-8
640,160,0.5,True,0,2,115,-15
